customer_pseudo_id,country,age_band,segment,signup_year_month,kyc_verified
335b323973b6360b,IT,46-55,retail,2022-06,True
525d851b6bb497c9,SE,46-55,business,2022-06,True
40fddbc10154274d,FR,26-35,business,2021-04,True
50b9f35b4db72a4e,SE,56-65,retail,2022-09,True
cae662dbc657fe99,ES,26-35,retail,2021-10,True
26a3a727f8ce07a4,PL,46-55,retail,2024-02,True
65ecf769509143a4,IE,66+,retail,2023-08,True
7cd7f181e8110d8e,NL,56-65,student,2022-09,True
e00ee56bf2a61f86,DE,26-35,retail,2023-05,True
6dc76578fa0d0375,FR,36-45,retail,2024-02,True
9cb98f450c2bc422,IT,26-35,student,2022-05,True
28dbc12f9f356b4e,DE,36-45,retail,2019-07,True
cc55f64df7df9d43,SE,26-35,student,2024-02,True
f4c7c4ab6f7f9d77,ES,56-65,retail,2021-08,True
0f5a284345856af6,DE,26-35,retail,2024-02,True
471f63854dabebf0,NL,36-45,business,2023-04,True
98fafea01a0bed4e,FR,36-45,retail,2020-08,False
3af396ced0e7290c,DE,46-55,retail,2021-10,False
69810253a7289391,DE,46-55,premium,2023-06,True
dc06b720442c4c8a,ES,36-45,premium,2023-03,True
334d8840572625e2,DE,36-45,retail,2023-03,True
2d1d48011c8981f4,ES,46-55,premium,2023-10,True
12196092ef9fea1a,IE,18-25,premium,2022-05,True
b9b314b7a5408aaa,PL,46-55,business,2022-05,True
8025e5d9638fd910,IT,46-55,retail,2022-01,True
8c3df9b442ba6b3e,FR,36-45,business,2022-06,True
969a3a545df4139a,IT,46-55,student,2022-03,True
0e805d998bfe559a,ES,36-45,retail,2023-11,True
a783918c114b4a99,SE,56-65,student,2021-01,True
d30168b1b9c027b0,ES,46-55,business,2024-02,True
e42c89a5bc6af017,FR,56-65,retail,2023-10,True
ac0e98568bbbd89a,ES,56-65,retail,2022-08,True
d6dd0174fe0d9c10,IT,56-65,retail,2023-09,True
b82525b4aedfe489,SE,36-45,student,2023-03,True
14493a89f9d35ef6,DE,18-25,business,2023-08,True
feeb96c1c3d15a7d,ES,56-65,retail,2022-07,True
e25dd1f95487daa4,PL,36-45,retail,2023-12,False
ee168d2d1245c395,ES,46-55,premium,2023-10,True
832af513cf2fd262,DE,26-35,business,2023-10,True
80bf1fda71ed8b57,NL,46-55,retail,2024-01,True
c0a99398e1f5240e,DE,26-35,retail,2024-02,True
36319369b909283a,DE,26-35,retail,2023-10,True
393783fca62ae4e3,DE,46-55,business,2024-02,True
7088014bffa93207,DE,56-65,student,2023-11,True
bbefb9ff3ae07253,DE,26-35,premium,2023-07,True
61f2f2af419e3ff2,ES,18-25,retail,2022-09,True
41b4c9001a887c5b,NL,36-45,retail,2023-06,True
37171ab6cb472c93,IT,46-55,retail,2023-12,True
3a1f4b46773e9f5b,DE,26-35,retail,2023-10,True
6e3e12235a30450a,IT,26-35,student,2023-01,True
82cbbc38aa85a8d2,DE,66+,retail,2022-10,True
366cab3e00d67a1e,FR,56-65,premium,2023-10,True
52861a20b1dd20e2,FR,36-45,retail,2023-12,True
6e67723ffcd4b2df,FR,36-45,retail,2024-01,True
2e2f3d6e1ed7162b,DE,18-25,retail,2019-10,True
0add01ef0fab27fb,IE,46-55,student,2022-01,True
d9847bfdc40650a1,DE,46-55,premium,2023-05,True
419693d085209d50,SE,36-45,retail,2024-01,True
5ef72f07ffaf54d2,ES,26-35,retail,2023-03,True
645f5b3c99ab92d4,DE,36-45,retail,2023-07,True
b43d2d99963f9e45,FR,26-35,student,2022-12,True
8c88587ee0446599,ES,46-55,retail,2023-09,True
9d0fd7f4d85700bc,PL,36-45,retail,2024-01,True
fd5e347773869652,IT,36-45,retail,2022-03,True
7d1344bd3a82d26f,DE,36-45,premium,2022-05,True
df50cc082d2a71c5,FR,36-45,retail,2021-12,True
148f9264c85c9fe2,ES,26-35,student,2023-11,True
a587c38a25c276b7,FR,18-25,retail,2021-09,True
2855d3288979f0f1,PL,26-35,premium,2021-03,True
0290681d559020be,DE,46-55,premium,2022-07,True
5294e8bde799308a,PL,26-35,retail,2023-11,True
33d81c20350fdea9,DE,46-55,student,2023-04,True
5483017429b13e82,FR,56-65,retail,2024-01,True
ff2786f4457fe7f8,NL,26-35,premium,2023-02,True
33567f6c59a12029,FR,26-35,premium,2021-08,True
523b5ab2294b516b,ES,26-35,retail,2021-01,True
dcc0fa63ad5746b1,ES,36-45,business,2021-12,True
008b361a5d90d02d,NL,36-45,student,2021-06,True
003da31161ae6fac,IT,18-25,business,2022-10,True
c91dfeaa4c7fc0fb,ES,66+,business,2024-02,True
e9db7baf84ccf1e2,DE,66+,retail,2023-09,True
d8487f8b71f9d933,SE,46-55,retail,2024-03,True
9a47327671bab454,IT,36-45,student,2023-10,True
d324b3dff5ea9d1b,FR,46-55,retail,2023-08,True
a4c8bc6f8a344787,ES,46-55,premium,2023-10,True
c1ba98f68ed3ec61,DE,36-45,retail,2023-01,False
16ab7cd8be21ba21,DE,26-35,retail,2017-12,True
f8b5bca365e15a03,DE,36-45,retail,2022-09,True
b32bafdf8858f626,DE,66+,student,2024-03,True
22ea311dd1dd7ea5,ES,26-35,retail,2023-08,True
042e4cf5fa472601,DE,46-55,retail,2021-01,True
435d93777f2399e9,IT,36-45,retail,2023-09,True
83211baae9e46016,NL,36-45,retail,2023-12,True
f72d51af71cba563,DE,36-45,student,2024-02,True
ad6802bc2ad407ee,IT,36-45,student,2023-12,True
82d29ad83efb0e42,PL,36-45,premium,2023-09,True
6438ee311f7d7b72,FR,18-25,student,2021-10,True
1ba0bca5e4dbfdc8,FR,66+,premium,2023-09,True
394b97464d2a2446,IT,56-65,retail,2023-08,True
8c0abb079a44a7aa,SE,18-25,business,2024-02,True
67eb899374b680fe,PL,36-45,retail,2024-03,True
fe873080e15d658d,IT,56-65,retail,2023-12,True
ec3aefedcdbc9128,IE,18-25,retail,2023-11,True
a8e563d1408e9ee2,DE,36-45,retail,2023-04,True
a896ad8b13adefd0,IT,26-35,retail,2024-03,True
658a8e0b9e437b51,PL,46-55,premium,2023-04,True
217ca1c198de5f7c,DE,36-45,retail,2023-09,True
76ea226bac9c5d73,DE,46-55,retail,2022-10,True
626f41bb5a699511,FR,18-25,student,2023-10,True
8c87bcd493a32b5e,IT,26-35,premium,2023-07,True
9df48c8cdc89f8e7,NL,46-55,retail,2024-03,True
1051fd0663405852,FR,18-25,retail,2022-08,True
e757dda005031a58,NL,66+,retail,2023-08,True
2a7046e32aea3ec7,SE,36-45,retail,2022-12,True
20d9f9459ddffa53,FR,18-25,business,2023-05,True
66d49bcc6a6577e6,SE,36-45,premium,2023-01,True
d5c61a12f05d0a3e,FR,18-25,business,2019-06,True
63ee47016b9dbf19,NL,36-45,retail,2021-05,True
a27ab35bb006e760,PL,46-55,business,2020-05,True
61283fd7a3f99f3a,PL,36-45,retail,2022-03,True
95d2f5228e843824,DE,18-25,retail,2024-02,True
81e7a77cde4b4810,FR,46-55,retail,2022-11,True
8ab38526c99181d7,IT,26-35,business,2023-03,True
8d5f8bbb025c8286,FR,56-65,business,2024-03,True
5f423b1886a5b02e,PL,46-55,business,2022-06,True
32a1196e012397bd,SE,36-45,retail,2023-09,True
009372d29ae89cb6,PL,18-25,retail,2022-10,True
b910391067fae87b,FR,18-25,retail,2023-11,True
544992cb3a731151,DE,18-25,retail,2023-01,True
b165156aad50597c,SE,18-25,retail,2024-02,True
dc41456e371b37c5,IE,66+,business,2024-01,True
693ffb9b0225222f,IE,26-35,premium,2023-02,True
0b57eeff2e29a998,FR,26-35,student,2024-01,True
19d512b1e19cc727,DE,26-35,business,2020-06,True
8eee577c7776e41b,IE,36-45,premium,2022-09,True
f2ecdaf96ff1a1c1,SE,18-25,retail,2023-12,True
7861ec2cd0c8c761,IT,26-35,retail,2021-12,True
a7e78822041c9874,PL,36-45,business,2020-11,True
51b4f7722079e957,IT,26-35,retail,2023-09,True
b8a108050f0eac0c,NL,36-45,retail,2023-07,True
374be4655bdfce68,NL,18-25,student,2023-04,True
7b8094e5baf59410,NL,26-35,retail,2023-05,True
ff4ad4baa31fb400,SE,46-55,student,2022-01,True
bcbaa81fbdf7638c,NL,46-55,premium,2023-01,True
95f338e72ee647d7,DE,36-45,retail,2022-10,True
72ff374886b0404e,PL,26-35,retail,2023-06,True
8c1846048f17c77e,IT,36-45,premium,2023-12,True
b8504f0aad1488f0,SE,36-45,student,2024-02,True
c3208a8451737318,IE,56-65,retail,2021-04,True
d2884db655008aab,NL,18-25,retail,2024-03,True
5a08741209dbb6ae,DE,18-25,retail,2023-03,True
b4bffb7c526429d2,IE,46-55,student,2020-06,True
4f6e867eb5c09730,SE,36-45,premium,2022-08,True
11fc12adf3b9e13b,FR,18-25,retail,2017-11,True
ff6d9f2aa9f8b3c3,DE,46-55,retail,2023-12,True
99246c6eaed48587,IT,46-55,business,2023-11,True
0109992f47e38564,ES,36-45,retail,2023-02,True
b34c8cb78a1cd4b7,IE,46-55,business,2023-09,True
6c1ca5ea169a3915,DE,36-45,business,2023-10,True
e90d61ca7e65a17e,IE,36-45,business,2024-01,True
b6a92272ad98bb75,SE,46-55,retail,2023-03,True
7821fac4a7fbf09e,PL,46-55,student,2023-03,True
e02f1c27859888cd,DE,46-55,retail,2023-08,True
d7855c5d1a2ef805,DE,26-35,retail,2023-04,True
83fd94b786513b79,FR,36-45,retail,2024-03,True
a931bc1347126c38,IT,36-45,premium,2023-11,True
7652624f151a52d2,SE,36-45,retail,2024-02,False
a7aeb4783b840af8,DE,26-35,premium,2023-06,True
acc0c72dbc835783,IT,26-35,retail,2023-10,True
d6616554daf6ce01,FR,36-45,premium,2024-02,True
eb4b7b4f0052b2e1,SE,26-35,premium,2024-02,True
411c12b7bebe33a1,DE,26-35,retail,2021-03,True
9302db9dc51e0e28,NL,46-55,retail,2022-06,True
a6cc940df1122fc5,DE,46-55,retail,2021-10,True
6ff78527a26badd2,ES,46-55,retail,2022-10,True
6c88ea8b4a02df19,FR,66+,business,2024-01,True
07ceb527629cbe7e,IE,26-35,premium,2022-07,True
eef4caf0572ff87e,IT,26-35,retail,2022-11,False
678edd8b1c34019d,IE,26-35,retail,2023-01,True
6ad6525fb9c95258,FR,46-55,business,2023-07,True
41b6f8d266b575aa,NL,18-25,business,2023-09,True
7b713abf67cb42e3,PL,26-35,retail,2023-04,True
8dd56ef020eba040,ES,18-25,business,2023-04,True
c8cd88d9ec1a98ea,IT,26-35,student,2023-02,True
1db3fc0a478166b5,NL,46-55,retail,2023-07,True
4249eda123c5abd3,ES,36-45,retail,2023-06,True
c21384709ea4dc54,DE,46-55,premium,2023-12,True
8500cb3f52c932e5,SE,36-45,business,2024-02,True
32155b336ce518bc,FR,18-25,retail,2022-04,True
6a683b81e355a523,IT,36-45,retail,2022-11,True
d6df49b477b97365,DE,46-55,student,2023-07,True
adf6bcca75b6417b,IT,56-65,retail,2022-01,True
0d4be63156a0ad5e,FR,36-45,retail,2021-03,True
fbdb2f22cf59ffa4,ES,26-35,retail,2021-04,True
7adbc75747b254a6,DE,36-45,retail,2022-01,True
0f5c932bc751b6dd,ES,46-55,retail,2023-01,True
4923d7f8c7f24eea,FR,26-35,business,2023-01,True
c408fcd6ede219b3,NL,46-55,business,2023-08,True
a38b7fa3b1f67d2a,NL,36-45,business,2023-03,True
a1c5a37a9ba32d80,DE,66+,premium,2021-04,True
46c7b40fdcbcdf63,DE,26-35,retail,2023-02,True
9e2bd2bab23b22df,IE,56-65,business,2024-03,True
fc245b6cdf44eddd,PL,46-55,business,2022-10,True
b8187d9aaa1fde61,FR,56-65,student,2023-01,True
090ea19d792074d1,SE,56-65,retail,2024-02,True
a5638ee39779be27,FR,36-45,retail,2023-10,True
42ee8885bafc52da,FR,18-25,retail,2023-09,True
1f3c1336a2610159,IT,36-45,premium,2023-01,True
5737dbb4b7ec4f81,FR,36-45,retail,2023-07,True
df47f5b713594cbf,FR,56-65,premium,2023-09,True
4f7080cbacd405c0,IT,46-55,business,2022-11,True
114e4b1026a8f485,DE,46-55,premium,2024-03,True
d61c53070ae969c7,FR,36-45,retail,2024-02,True
5ae71d67f1a855c5,FR,46-55,student,2023-11,True
40b296b3b60e429d,FR,56-65,retail,2023-11,True
6e3582d9083b5264,DE,46-55,retail,2022-12,True
d665c2e6c6070b10,NL,36-45,business,2023-12,True
5e53aa1f14f47490,SE,26-35,retail,2023-05,True
0b37497bd2971b82,IE,56-65,retail,2021-11,True
6c62dbd81113b096,IT,46-55,student,2023-09,True
01f7eb5ef77f4f9f,FR,46-55,student,2023-11,True
2f4a518c2b0bbb26,NL,26-35,premium,2024-02,True
95231ef7be065b39,IT,46-55,retail,2022-01,True
d7d6e165701c3df0,DE,26-35,premium,2023-02,True
4d14ff67bf655ea6,FR,56-65,business,2023-07,True
42f5af36ce74aa0e,NL,18-25,retail,2023-09,True
b095363dda0babce,NL,46-55,retail,2023-04,True
0152b52264da46ac,DE,26-35,retail,2021-10,True
cc948a580410b50f,FR,26-35,retail,2023-06,True
559445adb63961da,FR,36-45,business,2023-05,True
ebbea407b9934e49,IT,18-25,business,2023-01,True
f7d1e5e51b6035fb,IT,18-25,retail,2022-10,True
b1a87b7b680ca966,IT,26-35,retail,2023-05,True
aeb772ba74fbbbb3,SE,46-55,premium,2023-10,True
6546ddea3ad4169c,PL,26-35,business,2024-01,True
9a14bb6cfe5b1836,IT,18-25,retail,2022-03,True
a6341a2fb7328d69,DE,26-35,student,2022-05,True
a3ba6cdd53384f0c,DE,46-55,retail,2023-11,True
d407fe50830cddcf,DE,36-45,retail,2023-11,True
8379ce61b59be4f6,IT,46-55,business,2023-06,True
bfb11e0352f09bc7,IE,36-45,retail,2021-04,True
8c3cde11568f75c9,FR,46-55,business,2021-12,True
9ade788812dd5130,SE,26-35,retail,2023-09,True
05f6bfa3fc795766,FR,36-45,premium,2020-03,True
371803f6db2772d9,DE,66+,retail,2022-09,True
1fe4e190589ef312,FR,36-45,retail,2024-01,True
e2c06830b9303939,DE,46-55,retail,2023-08,True
758a7c177c1dd61d,ES,36-45,premium,2024-02,True
efcb631ae7762a71,IT,26-35,student,2024-03,True
a6bdf7a84ee11552,DE,46-55,retail,2018-06,True
f9ef4861eb6e3706,IE,26-35,retail,2024-02,True
ca8581b80544fa5a,NL,36-45,retail,2024-03,False
70b0370d89490b69,SE,18-25,retail,2023-03,True
ba0b505861c36bd3,DE,46-55,retail,2021-11,True
72e2ae09c02ae13c,FR,56-65,student,2022-10,True
ddebd61fe3c710a0,ES,36-45,retail,2023-07,True
45277e9d2e89f649,SE,36-45,retail,2023-12,True
043cadbe8b17bad8,IE,26-35,business,2022-06,True
c0eb56cdf1cdfc92,DE,18-25,retail,2022-03,True
440032f8d16572de,DE,66+,student,2023-10,True
03ecbf3cb2d3018e,FR,26-35,business,2022-07,True
338d0f6c61eb7e3c,SE,18-25,premium,2023-11,True
3b4c28c11294a14d,FR,36-45,premium,2023-02,True
0c8974ece9e4f9cd,IT,46-55,retail,2023-03,True
b2a58b75d9f3ef8f,DE,36-45,retail,2023-01,True
eb604bb5f1c46afa,NL,66+,retail,2024-03,True
ce3fb272af20e1cf,IE,26-35,retail,2023-11,True
a3bfb1e3896737f4,NL,56-65,retail,2024-01,True
e5700d973282cb9c,NL,26-35,retail,2024-03,False
a6a448caece04e32,FR,46-55,premium,2022-08,True
d1e7ce682f258ed5,DE,36-45,premium,2022-08,True
372396ce9e1c53ff,DE,26-35,student,2020-06,True
0051abb10d9e999b,IE,56-65,student,2022-09,True
69031faa6cb9879a,DE,66+,business,2023-10,True
172e010ab6dbdbc2,FR,18-25,business,2023-03,True
0a8fd082b6ef756e,DE,18-25,business,2024-01,True
166e12efc852e92e,FR,46-55,business,2022-03,True
07bd43e33cf6a37f,SE,36-45,student,2023-07,True
2e5ce7b267343b37,SE,26-35,business,2023-05,True
158640218801b1d7,DE,46-55,retail,2024-01,True
a993cc474c828df4,SE,36-45,student,2022-03,True
762e945cd95cc0c1,IT,18-25,retail,2023-06,True
9f409cb5b5b708df,NL,46-55,retail,2022-09,True
c343a91432981399,DE,46-55,student,2023-12,False
d073be8cb72ae071,DE,56-65,premium,2024-01,True
8eeead213fcad5bd,IT,36-45,retail,2024-01,True
6360f1497cd4d4b6,IT,18-25,retail,2024-01,True
d39a83a2ca25dbce,IE,26-35,retail,2023-10,True
d7fced48a7299795,PL,18-25,premium,2023-09,True
5d0ff9f4d6bc821b,IT,56-65,student,2023-10,True
d32d1ebd6f168796,IT,66+,premium,2024-03,True
84d64059d085e90f,IT,36-45,premium,2023-03,True
6a29725b54cea806,FR,36-45,retail,2024-02,True
6916e00968e58939,SE,56-65,student,2022-11,True
5b5268abcd1d0acf,ES,26-35,retail,2023-08,True
6db3fbb63ed57c05,IT,26-35,business,2022-10,True
ab908811ab654ceb,IT,66+,retail,2022-07,True
a0c7a76d4c0987de,PL,26-35,premium,2023-09,True
ad8a498673b894ab,DE,18-25,retail,2024-03,True
8f4e7d33a9102dc4,FR,18-25,retail,2023-06,True
ca1d137d1f6a862f,FR,56-65,retail,2022-03,True
d6de0283260ef55a,ES,36-45,retail,2023-07,True
2430ed752c7887b2,NL,18-25,student,2022-10,True
c9db13687a492ab8,IT,36-45,student,2024-02,True
06fdb196ba63f5e2,IE,26-35,business,2023-12,True
b80f960a57a24c95,FR,26-35,retail,2022-09,True
9daa6c53daa2d781,DE,26-35,business,2024-03,True
c64112e9a41524b9,IT,36-45,retail,2023-09,True
dd7ef75f00e0c0b6,DE,36-45,business,2023-05,True
0569e7aa0a519988,ES,36-45,student,2023-12,False
f748d3079f37348c,FR,26-35,retail,2023-05,False
ea5362a66b240de2,IT,46-55,retail,2023-10,True
e5164ee6b0fb5450,FR,46-55,retail,2023-05,True
e5c6ad31e4dc4ef9,PL,26-35,retail,2022-11,True
bccc9cac8a38c487,IT,36-45,retail,2023-07,True
c3c72ec63d7dac34,PL,26-35,retail,2023-01,True
058d3bdaf7afe4fe,IT,26-35,student,2023-06,True
2a4678b61fd08ca9,DE,36-45,retail,2022-07,True
1209ac6cbd26edcf,DE,56-65,retail,2023-06,True
fe98801491866720,PL,26-35,retail,2022-01,True
a6259b87eebba14a,IE,36-45,retail,2021-08,True
db4d19a1612748d4,DE,26-35,student,2023-01,True
311a48e3e8476d3d,SE,18-25,premium,2022-07,True
6193a6ca1b6a07ae,SE,36-45,business,2023-09,True
65867b92550cc708,DE,46-55,business,2023-11,True
eb20bea2388e0b50,FR,46-55,retail,2019-10,True
2dab539fc10662e4,DE,46-55,retail,2024-01,True
b417114352fe8564,DE,46-55,student,2021-11,True
60565a8bda304f92,IE,36-45,premium,2023-01,True
bd48ed1500dd5cba,PL,36-45,retail,2023-08,True
c0cd7db87847ab72,IT,66+,retail,2021-10,True
659f0411c53f95de,DE,36-45,student,2022-02,True
40603473a9898a4a,NL,36-45,retail,2022-05,True
98148362cf74d01b,ES,18-25,retail,2022-04,True
11887731e9d53707,NL,26-35,retail,2023-10,True
730b65c138752f19,IT,36-45,retail,2023-03,True
22c432084f3de1b2,ES,36-45,premium,2024-02,True
43c3e497cc8f99a3,NL,36-45,retail,2024-03,True
a53b11e967e417cb,FR,26-35,premium,2023-02,True
5883e921557bf27f,FR,46-55,retail,2023-12,True
774ecc2253088dc4,IT,46-55,retail,2023-01,True
4221d567bdb842d1,NL,46-55,retail,2023-05,True
27e12f290881547d,ES,36-45,business,2023-09,True
fd586b2bba8b5c10,ES,56-65,student,2024-03,True
acc45a9b61908125,FR,26-35,student,2021-08,True
96c62ff4cbdfa85f,DE,46-55,student,2020-08,True
700a2a79f071b53d,SE,46-55,student,2024-02,True
e0f9f5ade794356c,DE,36-45,retail,2023-12,True
384a9b2a75df39f1,FR,18-25,student,2023-11,True
f17215efa309e079,PL,46-55,premium,2022-02,True
3a5b0b30ab91428f,PL,46-55,premium,2024-03,False
066ad6d8270db550,PL,26-35,retail,2023-06,True
13fb65931ec6c66e,IT,36-45,business,2022-04,True
1e7362a00523746e,ES,46-55,retail,2023-08,True
83ae10e9bbf6f3c0,SE,46-55,premium,2023-08,True
d15ab6ffdf4727c4,IT,36-45,retail,2022-12,True
2af1394582cc39a7,DE,36-45,business,2023-02,True
84678b2a4d970cf9,NL,18-25,premium,2023-06,True
1d75622cd06363ea,FR,26-35,retail,2024-03,True
b20bd85ffb826aa5,IE,18-25,retail,2023-10,True
a61dee1628329040,IT,26-35,retail,2023-06,True
ff9a547a64ac0636,DE,26-35,retail,2024-03,True
92c7cd903409cd84,SE,46-55,business,2023-11,True
c00c8119f2383560,DE,66+,retail,2023-03,True
2abae9940d69e7fc,ES,36-45,business,2022-12,True
f76decfce2de9c01,FR,56-65,retail,2023-09,True
12a4e672f8e36ee7,PL,46-55,student,2023-11,True
0bb931e8b81a21de,SE,56-65,premium,2024-04,True
c5c26074e210cd92,FR,36-45,retail,2022-12,True
8f4f9a2cd97cb251,ES,26-35,retail,2023-09,True
17a4fdfe6cea1a45,SE,46-55,premium,2023-01,True
a99c501c4f564fa0,IT,36-45,premium,2024-03,True
310c786261e7d5f0,IT,46-55,business,2024-02,True
a5e0eec0fe04fee1,IT,46-55,retail,2024-01,True
707602d49ed214cd,FR,66+,retail,2024-03,True
0d67357f2488519d,FR,26-35,premium,2022-10,True
82a847f40f6dd14a,NL,66+,retail,2023-11,True
a823a26da631ff7e,ES,26-35,student,2022-07,True
b8211ee15dfa1d62,PL,18-25,retail,2023-04,True
36734c4aa8deeb27,NL,26-35,retail,2022-12,True
637a16728f0617bb,ES,26-35,premium,2024-03,True
f4f7b4192a70a6a2,FR,26-35,retail,2024-03,True
f1906782113aa9c8,NL,18-25,business,2023-12,True
a9803782b67a5637,NL,56-65,retail,2024-02,True
3200018b5c72060b,ES,36-45,retail,2024-03,True
06effc6dc5a3b03a,DE,46-55,student,2024-03,True
128bba392bcec061,FR,36-45,premium,2021-11,True
9593cac771a382e9,IE,36-45,business,2023-11,True
684f9e5d39feafc9,FR,46-55,premium,2024-01,True
df64b889bf7845e6,SE,18-25,retail,2022-04,True
807e72bf148aa127,FR,18-25,premium,2020-07,True
318810be3606d81f,IT,26-35,retail,2024-02,True
424ec8c6dcb482cd,ES,46-55,premium,2023-04,True
c5079cfa1d479b52,FR,46-55,retail,2024-03,True
33366c0683555cbe,FR,36-45,retail,2022-01,True
debd46cbd1c86ed8,DE,66+,retail,2022-07,True
b4915c726f158afb,IE,36-45,retail,2019-11,True
cc98d66d79824df2,IT,18-25,retail,2023-09,True
e11e204dac399249,SE,36-45,premium,2023-07,True
4061be76056483dd,IE,18-25,student,2023-09,True
83400c5d0f826852,IT,56-65,retail,2021-10,True
694a58c30239fb5f,ES,36-45,premium,2023-06,True
8b9aff6c54141623,DE,66+,premium,2022-11,True
fdd5f75617c30cf1,FR,36-45,student,2023-10,True
b6c946805869ac6b,DE,26-35,student,2024-03,True
d6082c8e8b7625ce,NL,46-55,student,2024-01,True
98135b5787bf9b12,IT,46-55,retail,2023-03,True
edcbe89700d346be,DE,46-55,retail,2023-09,True
f102f06adb8ed06e,FR,36-45,retail,2021-01,True
02706993be7eb49f,ES,36-45,retail,2023-11,True
e64000157158517e,SE,36-45,retail,2024-03,True
bb883d1db08642cd,FR,36-45,student,2023-11,True
50c7c00bb9e42f54,ES,36-45,retail,2023-07,True
2524048bb274c15a,IE,46-55,retail,2023-03,True
8f5e8568384ec614,DE,36-45,premium,2023-08,True
2ad304fbfec40e31,DE,56-65,retail,2022-12,True
c6dc725f73bad1c4,SE,36-45,retail,2023-06,True
8b1e06c3d0835a72,FR,56-65,retail,2023-07,True
2c5c83f6d0e5801c,IT,26-35,student,2023-11,True
d27209284b4a53af,PL,36-45,retail,2024-03,True
