transaction_id,customer_pseudo_id,account_pseudo_id,merchant_id,timestamp,amount,currency,channel,txn_country,home_country,mcc_category,is_cross_border,is_new_device,is_night_txn,velocity_1h,velocity_24h,amount_zscore,is_fraud,date,year_month,fraud_risk_score,predicted_fraud,flag_zscore_anomaly,iso_forest_score
852d3bcf-ce84-49f8-b181-20904c7bb9e5,e30860152173061a,97ec8a192a2b204c,MERCH00003,2024-06-08 16:34:00,91.89,EUR,online,FR,FR,Restaurants,0,0,0,0.0,0.0,-0.2293387426485348,False,2024-06-08,2024-06,,,0.0,0.0
72acbed7-1ad8-4d05-9a22-10ed194fa219,e30860152173061a,97ec8a192a2b204c,,2024-06-20 08:06:00,90.19,EUR,wire_transfer,FR,FR,N/A (wire/ATM),0,0,0,0.0,0.0,-0.2326977561245458,False,2024-06-20,2024-06,,,0.0,0.0
1c0c6ad6-68ca-443d-8e59-23266b93c305,e30860152173061a,97ec8a192a2b204c,MERCH00013,2024-06-23 08:05:00,49.11,EUR,card_not_present,FR,FR,Fuel Stations,0,0,0,0.0,0.0,-0.5647606736266986,False,2024-06-23,2024-06,,,0.0,0.0
8c1b6eb5-0477-4ca3-8f4c-3cd22899448f,e30860152173061a,97ec8a192a2b204c,MERCH00435,2024-06-30 20:16:00,62.32,EUR,card_present,PL,FR,Clothing Stores,1,0,0,0.0,0.0,-0.4241291439446253,False,2024-06-30,2024-06,,,0.0,0.0
64138f24-0eef-48a1-b1e2-c5d37d25a415,e30860152173061a,97ec8a192a2b204c,MERCH00176,2024-07-02 12:26:00,21.63,EUR,atm_withdrawal,FR,FR,Restaurants,0,0,0,0.0,0.0,-0.7675947069680807,False,2024-07-02,2024-07,,,0.0,0.0
512088b5-397e-4e56-aba6-77fc4ce52e66,e30860152173061a,97ec8a192a2b204c,MERCH00151,2024-07-06 11:06:00,79.93,EUR,online,FR,FR,Fuel Stations,0,0,0,0.0,0.0,-0.2031920649376891,False,2024-07-06,2024-07,,,0.0,0.0
46bc5be0-d543-4a05-9d16-7b8d92ce14ab,e30860152173061a,97ec8a192a2b204c,MERCH00003,2024-07-09 14:31:00,45.18,EUR,atm_withdrawal,FR,FR,Restaurants,0,0,0,0.0,0.0,-0.5203908213593869,False,2024-07-09,2024-07,,,0.0,0.0
86577228-b3db-4ac8-8e9d-ae4fe1e8100a,e30860152173061a,97ec8a192a2b204c,MERCH00036,2024-07-11 08:46:00,60.18,EUR,card_present,FR,FR,Fuel Stations,0,0,0,0.0,0.0,-0.3585955658976376,False,2024-07-11,2024-07,,,0.0,0.0
828d49b5-5c6a-4b2a-8911-032ec698e7a7,e30860152173061a,97ec8a192a2b204c,MERCH00131,2024-07-11 15:48:00,80.19,EUR,card_present,FR,FR,Misc Retail,0,0,0,0.0,1.0,-0.1518842419375963,False,2024-07-11,2024-07,,,0.0,0.0
08d8e7b2-7451-47aa-b646-666fc87cffda,e30860152173061a,97ec8a192a2b204c,MERCH00256,2024-07-26 09:28:00,68.04,EUR,card_present,FR,FR,Direct Marketing / Subscriptions,0,0,0,0.0,0.0,-0.2702835031144409,False,2024-07-26,2024-07,,,0.0,0.0
351ca00b-cc77-46b8-a2ad-3a4a28fed8dc,e30860152173061a,97ec8a192a2b204c,MERCH00126,2024-07-27 00:02:00,61.67,EUR,online,PL,FR,Crypto / Money Transfer,1,0,1,0.0,1.0,-0.3290570780295381,False,2024-07-27,2024-07,,,0.0,1.0
882317b5-3726-4809-9d39-09781fc199d1,e30860152173061a,97ec8a192a2b204c,MERCH00247,2024-08-01 06:13:00,184.94,EUR,card_not_present,ES,FR,Jewelry,1,0,0,0.0,0.0,0.9814103610337744,False,2024-08-01,2024-08,,,0.0,0.0
d5df9f14-f7c0-40e6-9b1d-a2c7aa16836e,e30860152173061a,97ec8a192a2b204c,,2024-08-10 23:20:00,18.77,EUR,wire_transfer,FR,FR,N/A (wire/ATM),0,0,0,0.0,0.0,-0.8199869439511824,False,2024-08-10,2024-08,,,0.0,0.0
236903e6-46b4-42f4-80c7-f65089485773,e30860152173061a,97ec8a192a2b204c,MERCH00290,2024-08-11 19:57:00,20.58,EUR,online,FR,FR,Fuel Stations,0,0,0,0.0,1.0,-0.7714623640445382,False,2024-08-11,2024-08,,,0.0,0.0
dff64d76-b472-4743-b576-05b06d94c2b1,e30860152173061a,97ec8a192a2b204c,MERCH00447,2024-08-20 14:25:00,98.49,EUR,card_not_present,ES,FR,Jewelry,1,0,0,0.0,0.0,0.0928509515412619,False,2024-08-20,2024-08,,,0.0,0.0
240dadcf-8490-4a74-ae7c-52fd93cac2ae,e30860152173061a,97ec8a192a2b204c,MERCH00111,2024-08-22 15:37:00,42.19,EUR,online,FR,FR,Utilities,0,0,0,0.0,0.0,-0.5283036679549726,False,2024-08-22,2024-08,,,0.0,0.0
0dd1a371-fbbf-4c8a-ae33-754a221d6052,e30860152173061a,97ec8a192a2b204c,MERCH00048,2024-08-31 12:54:00,6.37,EUR,online,FR,FR,Clothing Stores,0,0,0,0.0,0.0,-0.915526610784719,False,2024-08-31,2024-08,,,0.0,0.0
566c15d5-15d7-4c93-9f82-40081865d8fa,e30860152173061a,97ec8a192a2b204c,MERCH00145,2024-09-01 09:44:00,100.2,EUR,card_present,DE,FR,Electronics,1,0,0,0.0,1.0,0.1666434407057818,False,2024-09-01,2024-09,,,0.0,0.0
df96019f-b97f-488f-88cb-49d67de0282d,e30860152173061a,97ec8a192a2b204c,MERCH00311,2024-09-17 11:22:00,46.01,EUR,online,FR,FR,Hotels,0,0,0,0.0,0.0,-0.4548871232094367,False,2024-09-17,2024-09,,,0.0,0.0
180e3273-f703-4955-9ed3-284f0cf1cfa4,e30860152173061a,97ec8a192a2b204c,,2024-09-27 12:05:00,119.64,EUR,wire_transfer,FR,FR,N/A (wire/ATM),0,0,0,0.0,0.0,0.4071134256277359,False,2024-09-27,2024-09,,,0.0,0.0
e301a14c-be7f-43cf-b1c8-464cc1e131c4,e30860152173061a,97ec8a192a2b204c,MERCH00369,2024-10-08 22:35:00,71.06,EUR,card_present,ES,FR,Restaurants,1,0,0,0.0,0.0,-0.1715774165606535,False,2024-10-08,2024-10,,,0.0,0.0
88f2c1eb-1a25-40d6-8e08-9d4f352ac090,e30860152173061a,97ec8a192a2b204c,MERCH00299,2024-10-17 14:26:00,42.76,EUR,card_present,FR,FR,Utilities,0,0,0,0.0,0.0,-0.5069190908048626,False,2024-10-17,2024-10,,,0.0,0.0
f6dcd83a-23ff-4c07-a07d-9201850634aa,e30860152173061a,97ec8a192a2b204c,MERCH00047,2024-11-04 11:51:00,38.56,EUR,online,IE,FR,Misc Retail,1,0,0,0.0,0.0,-0.547936700176704,False,2024-11-04,2024-11,,,0.0,0.0
91f16244-cc16-494d-8619-1ec10624265e,e30860152173061a,97ec8a192a2b204c,MERCH00066,2024-11-10 15:44:00,80.8,EUR,online,ES,FR,Misc Retail,1,0,0,0.0,0.0,-0.0206636229397181,False,2024-11-10,2024-11,,,0.0,0.0
c8d1bb76-92b9-4adb-a7dd-da7815bc094c,e30860152173061a,97ec8a192a2b204c,MERCH00172,2024-11-20 12:42:00,59.89,EUR,online,IT,FR,Grocery Stores,1,0,0,0.0,0.0,-0.280088699365893,False,2024-11-20,2024-11,,,0.0,0.0
e8a3d2ae-081b-40d4-9d12-7df375fcbb85,e30860152173061a,97ec8a192a2b204c,,2024-12-03 18:59:00,20.51,EUR,wire_transfer,FR,FR,N/A (wire/ATM),0,0,0,0.0,0.0,-0.7717800217812115,False,2024-12-03,2024-12,,,0.0,0.0
46147a2c-05d2-40ca-8555-e894e1082655,e30860152173061a,97ec8a192a2b204c,MERCH00278,2024-12-04 20:45:00,39.46,EUR,atm_withdrawal,FR,FR,Airlines,0,0,0,0.0,0.0,-0.514805258240135,False,2024-12-04,2024-12,,,0.0,0.0
94fbd44a-828a-4622-9ec6-14757e732268,e30860152173061a,97ec8a192a2b204c,,2024-12-12 12:14:00,41.86,EUR,wire_transfer,FR,FR,N/A (wire/ATM),0,0,0,0.0,0.0,-0.475410321009621,False,2024-12-12,2024-12,,,0.0,0.0
691bfb52-797a-4a41-b6af-aeb151486745,e30860152173061a,97ec8a192a2b204c,MERCH00389,2024-12-30 14:36:00,48.28,EUR,card_present,ES,FR,Restaurants,1,0,0,0.0,0.0,-0.3847860960988528,False,2024-12-30,2024-12,,,0.0,0.0
d889f9d8-9200-45da-a1dc-36c57ca89ac8,e30860152173061a,97ec8a192a2b204c,MERCH00113,2024-12-31 17:15:00,138.62,EUR,card_not_present,FR,FR,Crypto / Money Transfer,0,0,0,0.0,0.0,0.8031168640856122,False,2024-12-31,2024-12,,,0.0,0.0
27ee4a9d-db47-4f63-8308-61eebf62d9d1,e30860152173061a,97ec8a192a2b204c,MERCH00285,2025-01-08 13:19:00,165.68,EUR,card_not_present,PL,FR,Jewelry,1,0,0,0.0,0.0,1.142638233008657,False,2025-01-08,2025-01,,,0.0,0.0
4362bd86-bbd8-41c3-b17a-e98514dca251,e30860152173061a,97ec8a192a2b204c,,2025-01-25 07:02:00,77.78,EUR,wire_transfer,FR,FR,N/A (wire/ATM),0,0,0,0.0,0.0,-0.0410010760977603,False,2025-01-25,2025-01,,,0.0,0.0
dcb418a7-549b-4a67-8c7f-196ce957d0fc,e30860152173061a,97ec8a192a2b204c,MERCH00434,2025-02-07 06:17:00,44.28,EUR,online,FR,FR,Crypto / Money Transfer,0,0,0,0.0,0.0,-0.485000866489249,False,2025-02-07,2025-02,,,0.0,0.0
4b8ee00a-3b73-4423-b01b-d2dd02b33251,e30860152173061a,97ec8a192a2b204c,MERCH00312,2025-02-28 08:44:00,60.43,EUR,card_not_present,IE,FR,Airlines,1,0,0,0.0,0.0,-0.2618550082982969,False,2025-02-28,2025-02,,,0.0,0.0
ce2c4fa8-d703-4fda-8e50-7cb28d4e9ab5,e30860152173061a,97ec8a192a2b204c,,2025-03-11 03:12:00,72.38,EUR,wire_transfer,FR,FR,N/A (wire/ATM),0,0,1,0.0,0.0,-0.0969337835662902,False,2025-03-11,2025-03,,,0.0,0.0
d0ef3f68-a806-4fce-b627-a906bf79552d,e30860152173061a,97ec8a192a2b204c,MERCH00430,2025-03-27 03:38:00,33.6,EUR,card_not_present,NL,FR,Hotels,1,0,1,0.0,0.0,-0.626924783146864,False,2025-03-27,2025-03,,,0.0,0.0
bb98f39c-dfd5-4127-867e-51d8d0cae395,e30860152173061a,97ec8a192a2b204c,MERCH00389,2025-03-30 13:18:00,21.09,EUR,card_not_present,ES,FR,Restaurants,1,0,0,0.0,0.0,-0.7900315643078225,False,2025-03-30,2025-03,,,0.0,0.0
12a653fc-2ce6-4ec8-a27b-a735ac63622d,e30860152173061a,97ec8a192a2b204c,MERCH00053,2025-04-06 23:39:00,46.63,EUR,card_present,FR,FR,Restaurants,0,0,0,0.0,0.0,-0.4228490669225885,False,2025-04-06,2025-04,,,0.0,0.0
46ba7341-723a-420b-8a03-e5e8ec980052,e30860152173061a,97ec8a192a2b204c,MERCH00131,2025-04-08 21:53:00,43.17,EUR,card_not_present,FR,FR,Misc Retail,0,0,0,0.0,0.0,-0.466060148126934,False,2025-04-08,2025-04,,,0.0,0.0
e50f5baf-257b-4f53-81c4-59f14b61896c,e30860152173061a,97ec8a192a2b204c,MERCH00315,2025-04-12 12:19:00,61.05,EUR,online,FR,FR,Jewelry,0,0,0,0.0,0.0,-0.2084704591750877,False,2025-04-12,2025-04,,,0.0,0.0
846766e0-0615-433b-baab-791065763425,e30860152173061a,97ec8a192a2b204c,MERCH00021,2025-04-23 18:17:00,26.42,EUR,card_present,IT,FR,Fuel Stations,1,0,0,0.0,0.0,-0.6989830484206027,False,2025-04-23,2025-04,,,0.0,0.0
f34819f7-ff37-42f9-be13-b383a02c9998,e30860152173061a,97ec8a192a2b204c,MERCH00277,2025-04-29 11:37:00,137.46,EUR,card_not_present,FR,FR,Misc Retail,0,0,0,0.0,0.0,0.8991061430693283,False,2025-04-29,2025-04,,,0.0,0.0
0c747458-2301-4e0a-9533-79c625bb133b,e30860152173061a,97ec8a192a2b204c,MERCH00433,2025-06-03 14:37:00,85.89,EUR,online,IE,FR,Electronics,1,0,0,0.0,0.0,0.1446074914240368,False,2025-06-03,2025-06,0.0003549341170108,0.0,0.0,0.0
fb30aa6a-9d4b-46b2-afc6-450e2ab679e0,e30860152173061a,97ec8a192a2b204c,MERCH00315,2025-06-09 08:36:00,122.34,EUR,card_present,IT,FR,Jewelry,1,0,0,0.0,0.0,0.6705574936476201,False,2025-06-09,2025-06,0.0003549341170108,0.0,0.0,0.0
81b8a875-5426-42c9-b28a-eec7034285ac,e30860152173061a,97ec8a192a2b204c,MERCH00313,2025-06-28 18:16:00,72.65,EUR,online,FR,FR,Electronics,0,0,0,0.0,0.0,-0.0610492903700552,False,2025-06-28,2025-06,5.168168020254222e-05,0.0,0.0,0.0
e5e32b97-03c6-4227-9668-462525d93be7,e30860152173061a,97ec8a192a2b204c,MERCH00008,2025-06-29 12:17:00,38.39,EUR,card_not_present,FR,FR,Jewelry,0,0,0,0.0,1.0,-0.5634347911810667,False,2025-06-29,2025-06,0.0001743291240317,0.0,0.0,0.0
09532d99-7759-472e-b36b-11152716728a,e30860152173061a,97ec8a192a2b204c,MERCH00147,2025-07-03 04:15:00,18.87,EUR,card_present,FR,FR,Airlines,0,0,1,0.0,0.0,-0.8452306850289932,False,2025-07-03,2025-07,7.8094632876302e-05,0.0,0.0,0.0
769da56e-9f84-4331-9c29-03e474d69d48,e30860152173061a,97ec8a192a2b204c,MERCH00057,2025-07-13 12:47:00,48.85,EUR,card_not_present,DE,FR,Direct Marketing / Subscriptions,1,0,0,0.0,0.0,-0.3885534806830766,False,2025-07-13,2025-07,0.000522733975367,0.0,0.0,0.0
23d77618-b338-47b4-bb19-dc756524d577,e30860152173061a,97ec8a192a2b204c,,2025-07-13 17:21:00,30.6,EUR,wire_transfer,FR,FR,N/A (wire/ATM),0,0,0,0.0,1.0,-0.657103061093476,False,2025-07-13,2025-07,8.641469386671939e-05,0.0,0.0,0.0
ad7f1331-4f78-4395-bd6b-636710dc1ecf,e30860152173061a,97ec8a192a2b204c,MERCH00009,2025-07-18 12:49:00,62.66,EUR,card_not_present,IT,FR,Crypto / Money Transfer,1,0,0,0.0,0.0,-0.1683381793574381,False,2025-07-18,2025-07,0.0004781389508795,0.0,0.0,0.0
fae26f7b-fa46-47dc-b733-b981babd0aeb,e30860152173061a,97ec8a192a2b204c,MERCH00131,2025-07-31 17:39:00,105.47,EUR,online,FR,FR,Misc Retail,0,0,0,0.0,0.0,0.4805347337957105,False,2025-07-31,2025-07,4.34982364947671e-05,0.0,0.0,0.0
7b705179-12ff-473d-b080-24b4c2e6bb71,e30860152173061a,97ec8a192a2b204c,,2025-08-01 15:33:00,31.39,EUR,wire_transfer,FR,FR,N/A (wire/ATM),0,0,0,0.0,1.0,-0.6519232837096535,False,2025-08-01,2025-08,8.641469386671939e-05,0.0,0.0,0.0
c505dad2-25a2-42f6-b8d0-fb34c7fe0b33,e30860152173061a,97ec8a192a2b204c,MERCH00220,2025-08-03 07:06:00,40.44,EUR,card_present,FR,FR,Clothing Stores,0,0,0,0.0,0.0,-0.5060676020952048,False,2025-08-03,2025-08,7.086146902556566e-05,0.0,0.0,0.0
3d945016-9254-4bc6-873b-f8f84fe55362,e30860152173061a,97ec8a192a2b204c,MERCH00361,2025-08-07 13:52:00,108.73,EUR,card_present,FR,FR,Grocery Stores,0,0,0,0.0,0.0,0.5498034301444628,False,2025-08-07,2025-08,4.812442096995302e-05,0.0,0.0,0.0
cd1ffe55-d893-48c5-b561-6588328f7dce,e30860152173061a,97ec8a192a2b204c,MERCH00023,2025-08-07 18:04:00,32.49,EUR,card_present,DE,FR,Airlines,1,0,0,0.0,1.0,-0.6355473989087754,False,2025-08-07,2025-08,0.0005072286239081,0.0,0.0,0.0
877b0d65-9418-4532-bffb-e30885ff4bcf,e30860152173061a,97ec8a192a2b204c,MERCH00245,2025-08-09 20:48:00,63.56,EUR,online,FR,FR,Misc Retail,0,0,0,0.0,0.0,-0.1456530258309071,False,2025-08-09,2025-08,4.34982364947671e-05,0.0,0.0,0.0
ca032d23-a365-4d9c-aa55-02b652ce152b,e30860152173061a,97ec8a192a2b204c,MERCH00250,2025-08-09 23:04:00,61.65,EUR,atm_withdrawal,DE,FR,Misc Retail,1,0,0,0.0,1.0,-0.1744621625695496,False,2025-08-09,2025-08,0.0004490000565829,0.0,0.0,0.0
528234fa-53cf-4cc9-be38-186dec45becf,e30860152173061a,97ec8a192a2b204c,MERCH00399,2025-08-18 09:25:00,195.94,EUR,card_present,DE,FR,Restaurants,1,0,0,0.0,0.0,1.94636949906492,False,2025-08-18,2025-08,0.0003126220579578,0.0,0.0,0.0
6d4db17c-de11-4a4b-8595-5ef6aea31181,e30860152173061a,97ec8a192a2b204c,MERCH00128,2025-08-29 20:18:00,25.35,EUR,card_not_present,DE,FR,Electronics,1,0,0,0.0,0.0,-0.7593521765910236,False,2025-08-29,2025-08,0.0006832618381503,0.0,0.0,0.0
743b8394-22b0-4849-93c3-da88776d1edd,e30860152173061a,97ec8a192a2b204c,MERCH00233,2025-08-30 20:13:00,39.61,EUR,card_present,PL,FR,Fuel Stations,1,0,0,0.0,1.0,-0.5294181910524879,False,2025-08-30,2025-08,0.0003839886252206,0.0,0.0,0.0
47a9db20-b5b4-4440-b922-8656a614554d,e30860152173061a,97ec8a192a2b204c,MERCH00419,2025-09-08 09:34:00,59.19,EUR,card_not_present,FR,FR,Crypto / Money Transfer,0,0,0,0.0,0.0,-0.2191246651464977,False,2025-09-08,2025-09,6.962877213748992e-05,0.0,0.0,0.0
4bb3438d-08dd-4084-86e4-96dc33939260,e30860152173061a,97ec8a192a2b204c,MERCH00330,2025-09-09 11:58:00,50.86,EUR,online,DE,FR,Fuel Stations,1,0,0,0.0,0.0,-0.3483825772784358,False,2025-09-09,2025-09,0.0003182983654135,0.0,0.0,0.0
10925d96-1e95-4677-a7a3-aeb6c1801427,e30860152173061a,97ec8a192a2b204c,MERCH00386,2025-09-20 08:07:00,61.25,EUR,online,IT,FR,Fuel Stations,1,0,0,0.0,0.0,-0.1814521483336081,False,2025-09-20,2025-09,0.000271104219684,0.0,0.0,0.0
fbcd068a-7ea4-4bc7-925b-8b2e033dcf38,e30860152173061a,97ec8a192a2b204c,MERCH00028,2025-09-20 14:35:00,87.66,EUR,atm_withdrawal,IT,FR,Hotels,1,0,0,0.0,1.0,0.2401326233270147,False,2025-09-20,2025-09,0.0005639477087679,0.0,0.0,0.0
76dca19b-abdb-419d-9493-89c0fe68cc10,a5186cc792b882a1,8ed0f76069ce961a,MERCH00249,2024-04-02 14:58:00,38.34,EUR,online,FR,IT,Restaurants,1,0,0,0.0,0.0,-0.3801875807872917,False,2024-04-02,2024-04,,,0.0,0.0
177d7377-d929-4b49-84f0-2c21feafd934,a5186cc792b882a1,8ed0f76069ce961a,MERCH00407,2024-04-11 21:56:00,61.9,EUR,card_not_present,IE,IT,Jewelry,1,0,0,0.0,0.0,0.0868993457730851,False,2024-04-11,2024-04,,,0.0,0.0
4e4d0c01-094c-40e4-8710-e7ae6f99eb72,a5186cc792b882a1,8ed0f76069ce961a,MERCH00200,2024-04-12 07:29:00,36.57,EUR,card_present,PL,IT,Misc Retail,1,0,0,0.0,1.0,-0.8133528764921669,False,2024-04-12,2024-04,,,0.0,0.0
fd71761c-8173-4e89-b283-edb0d1605e80,a5186cc792b882a1,8ed0f76069ce961a,MERCH00271,2024-04-17 21:49:00,37.85,EUR,card_present,DE,IT,Utilities,1,0,0,0.0,0.0,-0.5482856316051353,False,2024-04-17,2024-04,,,0.0,0.0
772541b3-649c-42c4-9a28-ee95dd0e3bf4,a5186cc792b882a1,8ed0f76069ce961a,MERCH00220,2024-04-21 10:11:00,44.48,EUR,card_present,IE,IT,Clothing Stores,1,0,0,0.0,0.0,0.0669154604654465,False,2024-04-21,2024-04,,,0.0,0.0
d33ac464-25af-4ed8-889c-e5d55117effc,a5186cc792b882a1,8ed0f76069ce961a,MERCH00212,2024-04-25 21:53:00,50.2,EUR,online,IT,IT,Clothing Stores,0,0,0,0.0,0.0,0.6037468363153881,False,2024-04-25,2024-04,,,0.0,0.0
1ebf32f4-1400-4ef7-a494-d0a43c6b5c6c,a5186cc792b882a1,8ed0f76069ce961a,,2024-04-30 10:09:00,113.84,EUR,wire_transfer,IT,IT,N/A (wire/ATM),0,0,0,0.0,0.0,7.041649839220552,False,2024-04-30,2024-04,,,1.0,0.0
8645f517-c0b3-4dbb-8488-86c83b64ba1b,a5186cc792b882a1,8ed0f76069ce961a,MERCH00221,2024-05-04 22:21:00,28.85,EUR,card_not_present,DE,IT,Direct Marketing / Subscriptions,1,0,0,0.0,0.0,-0.9397128188462804,False,2024-05-04,2024-05,,,0.0,0.0
e8ad310b-1e22-442e-96ae-a765f7ebd760,a5186cc792b882a1,8ed0f76069ce961a,MERCH00311,2024-05-07 19:23:00,66.12,EUR,card_present,IT,IT,Hotels,0,0,0,0.0,0.0,0.5393465193706277,False,2024-05-07,2024-05,,,0.0,0.0
b2a94a10-5d55-4de2-877b-be671f75b566,a5186cc792b882a1,8ed0f76069ce961a,MERCH00347,2024-05-08 22:51:00,75.37,EUR,atm_withdrawal,IT,IT,Hotels,0,0,0,0.0,0.0,0.8616471603211813,False,2024-05-08,2024-05,,,0.0,0.0
a62d28df-31f4-4c68-af4f-74eebfe48c78,a5186cc792b882a1,8ed0f76069ce961a,MERCH00401,2024-05-15 14:48:00,145.71,EUR,card_not_present,IT,IT,Clothing Stores,0,0,0,0.0,0.0,3.566768172122216,False,2024-05-15,2024-05,,,1.0,0.0
0177af51-1622-4392-966b-308cb6ae1984,a5186cc792b882a1,8ed0f76069ce961a,MERCH00068,2024-05-15 16:19:00,46.89,EUR,card_not_present,ES,IT,Grocery Stores,1,0,0,0.0,1.0,-0.4590310413118112,False,2024-05-15,2024-05,,,0.0,0.0
860503fa-5883-457f-9e64-7b479ac3dc90,a5186cc792b882a1,8ed0f76069ce961a,MERCH00341,2024-05-19 07:47:00,32.64,EUR,card_present,PL,IT,Jewelry,1,0,0,0.0,0.0,-0.8445868346119293,False,2024-05-19,2024-05,,,0.0,0.0
d9c9c60d-85d6-404a-956c-6d0a6c4fabb6,a5186cc792b882a1,8ed0f76069ce961a,MERCH00350,2024-05-19 18:03:00,6.77,EUR,card_present,IT,IT,Utilities,0,0,0,0.0,1.0,-1.5414536765836495,False,2024-05-19,2024-05,,,0.0,0.0
2266fba5-29e2-4c76-bf59-36fbaaccd7af,a5186cc792b882a1,8ed0f76069ce961a,,2024-05-22 16:16:00,35.78,EUR,wire_transfer,IT,IT,N/A (wire/ATM),0,0,0,0.0,0.0,-0.5641639515087272,False,2024-05-22,2024-05,,,0.0,0.0
e2fa7d75-6fee-46de-b15e-894e394f8c58,a5186cc792b882a1,8ed0f76069ce961a,MERCH00040,2024-05-22 18:17:00,84.57,EUR,card_present,IT,IT,Grocery Stores,0,0,0,0.0,1.0,0.8490216400799491,False,2024-05-22,2024-05,,,0.0,0.0
21fa61ce-e2f8-42ab-96b9-8a72752a0d44,a5186cc792b882a1,8ed0f76069ce961a,,2024-05-23 16:50:00,27.92,EUR,wire_transfer,IT,IT,N/A (wire/ATM),0,0,0,0.0,1.0,-0.8261490314701196,False,2024-05-23,2024-05,,,0.0,0.0
1258f0be-eb7f-4212-9182-34878768bdf8,a5186cc792b882a1,8ed0f76069ce961a,MERCH00121,2024-05-27 18:00:00,90.48,EUR,card_present,IT,IT,Hotels,0,0,0,0.0,0.0,1.0350701522868553,False,2024-05-27,2024-05,,,0.0,0.0
d439f48c-d208-4465-8a17-3ada88a230a7,a5186cc792b882a1,8ed0f76069ce961a,MERCH00278,2024-05-28 16:25:00,95.1,EUR,online,IT,IT,Airlines,0,0,0,0.0,1.0,1.1116920966050876,False,2024-05-28,2024-05,,,0.0,0.0
6cfe85a4-91f7-466b-9da4-1c982836aced,a5186cc792b882a1,8ed0f76069ce961a,MERCH00281,2024-05-29 20:04:00,19.38,EUR,atm_withdrawal,DE,IT,Restaurants,1,0,0,0.0,0.0,-1.1452481508823165,False,2024-05-29,2024-05,,,0.0,0.0
6f314315-5340-4ab0-8d18-d36b02dbf357,a5186cc792b882a1,8ed0f76069ce961a,MERCH00126,2024-05-30 17:40:00,47.15,EUR,card_present,PL,IT,Crypto / Money Transfer,1,0,0,0.0,1.0,-0.2817222272633909,False,2024-05-30,2024-05,,,0.0,0.0
